gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
YTHDF2	YTHDF3	1	46	46
YTHDF2	YTHDF1	1	46	46
SLC43A1	SLC43A2	1	41	41
KDELR2	KDELR1	1	11	11
KDELR2	KDELR3	1	11	11
KDELR1	KDELR3	1	11	11
PIH1D2	DNAAF2	1	27	27
PIH1D2	PIH1D1	1	27	27
DNAAF2	PIH1D1	1	27	27
PARP8	PARP16	1	43	43
PARP8	PARP6	1	43	43
SLC43A1	SLC43A3	1	41	41
CHST9	CHST13	1	42	42
SLC43A3	SLC43A2	1	41	41
SLC8A1	SLC8A3	1	41	41
SLC8A1	SLC8A2	1	41	41
SLC8A3	SLC8A2	1	41	41
EEF1E1	EEF1G	1	24	24
TXNL1	PITHD1	1	12	12
SORL1	SORCS2	1	26	26
SORCS3	SORCS2	1	26	26
HACD4	HACD2	1	11	11
RNF2	PCGF1	1	38	38
PODNL1	OMD	1	31	31
PODNL1	KERA	1	31	31
PODNL1	LRRC40	1	31	31
ECM2	PODN	1	31	31
ECM2	FMOD	1	31	31
BMI1	RNF2	1	38	38
BMI1	PCGF1	1	38	38
PCGF2	RNF2	1	38	38
PCGF2	PCGF1	1	38	38
PODNL1	PRELP	1	31	31
PODNL1	ECM2	1	31	31
PODNL1	PODN	1	31	31
PODNL1	FMOD	1	31	31
PCGF3	PCGF2	1	38	38
PCGF3	RNF2	1	38	38
PCGF3	PCGF1	1	38	38
RING1	BMI1	1	38	38
RING1	PCGF2	1	38	38
RING1	RNF2	1	38	38
ECM2	LUM	1	31	31
PCGF6	RNF2	1	38	38
FURIN	PCSK7	1	37	37
FURIN	PCSK4	1	37	37
PCSK6	PCSK7	1	37	37
PCSK6	PCSK4	1	37	37
PCSK7	PCSK4	1	37	37
ZFAND5	ZFAND6	1	29	29
ZFAND5	ZFAND3	1	29	29
ZFAND6	ZFAND3	1	29	29
RING1	PCGF1	1	38	38
ECM2	OMG	1	31	31
ECM2	PRELP	1	31	31
ECM2	OMD	1	31	31
ECM2	KERA	1	31	31
ECM2	LRRC40	1	31	31
PODN	FMOD	1	31	31
PODN	LUM	1	31	31
PODNL1	LUM	1	31	31
PODNL1	OMG	1	31	31
PODN	LRRC40	1	31	31
LUM	OMG	1	31	31
LUM	PRELP	1	31	31
LUM	OMD	1	31	31
LUM	KERA	1	31	31
LUM	LRRC40	1	31	31
PODN	OMG	1	31	31
PODN	PRELP	1	31	31
PODN	OMD	1	31	31
PODN	KERA	1	31	31
FMOD	LRRC40	1	31	31
FMOD	LUM	1	31	31
FMOD	OMG	1	31	31
FMOD	PRELP	1	31	31
CHST12	CHST14	1	42	42
CHST12	CHST13	1	42	42
CHST10	CHST9	1	42	42
CHST10	CHST14	1	42	42
CHST10	CHST13	1	42	42
CHST9	CHST14	1	42	42
OMG	PRELP	1	31	31
BMI1	PCGF2	1	38	38
OMD	LRRC40	1	31	31
KERA	LRRC40	1	31	31
PDCD6IP	PTPN23	1	10	10
PDCD6IP	RHPN2	1	10	10
PDCD6IP	RHPN1	1	10	10
PTPN23	RHPN2	1	10	10
PTPN23	RHPN1	1	10	10
RHPN2	RHPN1	1	10	10
YTHDF3	YTHDF1	1	46	46
OMG	OMD	1	31	31
OMG	KERA	1	31	31
OMG	LRRC40	1	31	31
PRELP	OMD	1	31	31
PRELP	KERA	1	31	31
PRELP	LRRC40	1	31	31
OMD	KERA	1	31	31
FMOD	OMD	1	31	31
FMOD	KERA	1	31	31
DPYSL5	DPYSL4	1	29	29
GCNT1	GCNT7	1	50	50
GTPBP2	GTPBP1	1	22	22
SULF1	SULF2	1	55	55
SULF1	GNS	1	55	55
SULF2	GNS	1	55	55
UBASH3A	UBASH3B	1	40	40
PTGES3L	PTGES3	1	11	11
CTPS2	CTPS1	1	12	12
NMNAT3	NMNAT1	1	22	22
GCNT1	XYLT2	1	50	50
DPYS	DPYSL4	1	29	29
RBM23	LEMD2	1	17	17
RBM23	LEMD3	1	17	17
RBM23	RBM39	1	17	17
LEMD2	LEMD3	1	17	17
LEMD2	RBM39	1	17	17
LEMD3	RBM39	1	17	17
YPEL1	YPEL4	1	30	30
PSAP	PSAPL1	1	28	28
GCNT2	GCNT7	1	50	50
ST3GAL3	ST3GAL1	1	49	49
ST3GAL3	ST3GAL2	1	49	49
ST3GAL3	ST6GALNAC2	1	49	49
ST6GAL1	ST3GAL1	1	49	49
ST6GAL1	ST3GAL2	1	49	49
GCNT2	GCNT3	1	50	50
GCNT2	GCNT4	1	50	50
GCNT2	XYLT1	1	50	50
GCNT2	XYLT2	1	50	50
PDCD2	PDCD2L	1	14	14
GCNT3	GCNT4	1	50	50
GCNT3	XYLT1	1	50	50
GCNT3	XYLT2	1	50	50
NMNAT3	NMNAT2	1	22	22
NMNAT1	NMNAT2	1	22	22
GCNT1	GCNT2	1	50	50
GCNT1	GCNT3	1	50	50
GCNT1	GCNT4	1	50	50
GCNT1	XYLT1	1	50	50
EBLN1	EBLN2	1	23	23
YPEL2	YPEL5	1	30	30
GCNT3	GCNT7	1	50	50
GCNT4	XYLT1	1	50	50
GCNT4	XYLT2	1	50	50
GCNT4	GCNT7	1	50	50
XYLT1	XYLT2	1	50	50
XYLT1	GCNT7	1	50	50
XYLT2	GCNT7	1	50	50
METTL6	METTL8	1	15	15
GIGYF2	GIGYF1	1	19	19
MFSD6	MFSD6L	1	37	37
TFIP11	ZGPAT	1	10	10
PIGG	PIGO	1	23	23
PAPSS2	PAPSS1	1	23	23
METTL3	METTL14	1	37	37
ENKUR	ENKD1	1	22	22
UNKL	UNK	1	45	45
PITPNB	PITPNC1	1	31	31
PITPNB	phosphatidylinositol transfer protein alpha isoform isoform X1	1	31	31
YPEL5	YPEL1	1	30	30
PITPNM1	PITPNM3	1	31	31
PITPNM1	PITPNB	1	31	31
PITPNM1	PITPNM2	1	31	31
PITPNM1	PITPNA	1	31	31
PITPNM1	PITPNC1	1	31	31
YPEL2	YPEL3	1	30	30
YPEL2	YPEL1	1	30	30
YPEL2	YPEL4	1	30	30
YPEL5	YPEL3	1	30	30
ST3GAL3	ST6GAL1	1	49	49
YPEL5	YPEL4	1	30	30
YPEL3	YPEL1	1	30	30
YPEL3	YPEL4	1	30	30
METTL6	METTL2B	1	15	15
METTL6	METTL2A	1	15	15
METTL8	METTL2B	1	15	15
METTL8	METTL2A	1	15	15
METTL2B	METTL2A	1	15	15
PI4K2B	PI4K2A	1	14	14
PLOD1	PLOD2	1	44	44
U2AF1L4	LOC102724594	1	15	15
U2AF1L4	ZRSR2	1	15	15
U2AF1L4	ZRSR2P1	1	15	15
LOC102724594	ZRSR2	1	15	15
SFXN2	SFXN3	1	22	22
TMLHE	BBOX1	1	23	23
ALG8	ALG6	1	26	26
ALG8	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase isoform X3	1	26	26
ALG6	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase isoform X3	1	26	26
U2AF1	ZRSR2P1	1	15	15
PLOD1	PLOD3	1	44	44
PLOD2	PLOD3	1	44	44
MGAT1	POMGNT1	1	22	22
HAO2	HAO1	1	30	30
ORC1	CDC6	1	17	17
SFXN1	SFXN5	1	22	22
SFXN1	SFXN2	1	22	22
SFXN1	SFXN3	1	22	22
SFXN5	SFXN2	1	22	22
ZRSR2	ZRSR2P1	1	15	15
BPI	BPIFB3	1	32	32
LBP	BPIFB2	1	32	32
LBP	BPIFC	1	32	32
LBP	BPIFB3	1	32	32
BPIFB2	BPIFC	1	32	32
BPIFB2	BPIFB3	1	32	32
BPIFC	BPIFB3	1	32	32
SGMS2	SAMD8	1	39	39
LOC102724594	ZRSR2P1	1	15	15
SFXN5	SFXN3	1	22	22
PUS7L	PUS7	1	12	12
ACY1	ABHD14A-ACY1	1	26	26
ACY1	PM20D1	1	26	26
ABHD14A-ACY1	PM20D1	1	26	26
COX18	OXA1L	1	13	13
SPEF1	SPATA4	1	25	25
U2AF1	U2AF1L4	1	15	15
U2AF1	LOC102724594	1	15	15
U2AF1	ZRSR2	1	15	15
ST6GAL1	ST6GALNAC2	1	49	49
DPYSL5	DPYS	1	29	29
PPP4R3B	PPP4R3C	1	12	12
PPP4R3A	PPP4R3C	1	12	12
RBPMS	RBPMS2	1	39	39
CRMP1	DPYSL2	1	29	29
CRMP1	DPYSL3	1	29	29
CRMP1	DPYSL5	1	29	29
CRMP1	DPYS	1	29	29
CRMP1	DPYSL4	1	29	29
DPYSL3	DPYSL4	1	29	29
ST3GAL1	ST3GAL2	1	49	49
ST3GAL1	ST6GALNAC2	1	49	49
ST3GAL2	ST6GALNAC2	1	49	49
TBL1X	TBL1XR1	1	12	12
TBL1X	TBL1Y	1	12	12
TBL1XR1	TBL1Y	1	12	12
PPP4R3B	PPP4R3A	1	12	12
ST6GAL2	ST3GAL2	1	49	49
ST6GAL2	ST6GALNAC2	1	49	49
ST3GAL5	ST6GAL2	1	49	49
ZNF70	ZNF572	1	31	31
ST6GAL2	ST3GAL1	1	49	49
MR1	ENAM	1	25	25
ST3GAL5	ST3GAL2	1	49	49
ST3GAL5	ST6GALNAC2	1	49	49
ST6GAL2	ST3GAL3	1	49	49
ST6GAL2	ST6GAL1	1	49	49
MR1	endogenous retrovirus group K member 8 Gag polyprotein-like	1	25	25
PTMA	prothymosin alpha-like	1	22	22
PCGF6	PCGF2	1	38	38
ST3GAL5	ST3GAL3	1	49	49
ST3GAL5	ST6GAL1	1	49	49
ST3GAL5	ST3GAL1	1	49	49
DPYSL2	DPYSL3	1	29	29
DPYSL2	DPYSL5	1	29	29
DPYSL2	DPYS	1	29	29
DPYSL2	DPYSL4	1	29	29
DPYSL3	DPYSL5	1	29	29
DPYSL3	DPYS	1	29	29
AGA	TASP1	1	31	31
TMTC3	transmembrane and TPR repeat-containing protein 1 isoform X1	1	33	33
FAHD1	FAHD2A	1	18	18
FAHD1	fumarylacetoacetate hydrolase domain-containing protein 2B-like	1	18	18
FAHD2B	FAHD2A	1	18	18
FAHD2B	fumarylacetoacetate hydrolase domain-containing protein 2B-like	1	18	18
FAHD2A	fumarylacetoacetate hydrolase domain-containing protein 2B-like	1	18	18
RIOX2	RIOX1	1	22	22
TMTC4	TMTC1	1	33	33
TMTC4	TMTC2	1	33	33
TMTC2	transmembrane and TPR repeat-containing protein 1 isoform X1	1	33	33
ASRGL1	TASP1	1	31	31
TBCC	RP2	1	14	14
ARL2BP	CFAP36	1	31	31
ISCA2	ISCA1	1	12	12
RHOT1	RHOT2	1	20	20
ACACB	ACACA	1	14	14
FAHD1	FAHD2B	1	18	18
C4B_2	LOC110384692	1	47	47
C4B_2	PZP	1	47	47
ZBED6	ZBED10P	1	68	68
GLS2	glutaminase kidney isoform, mitochondrial isoform X3	1	41	41
GLS2	glutaminase liver isoform, mitochondrial isoform X2	1	41	41
glutaminase kidney isoform, mitochondrial isoform X2	glutaminase kidney isoform, mitochondrial isoform X1	1	41	41
glutaminase kidney isoform, mitochondrial isoform X2	glutaminase kidney isoform, mitochondrial isoform X3	1	41	41
glutaminase kidney isoform, mitochondrial isoform X2	glutaminase liver isoform, mitochondrial isoform X2	1	41	41
ZBED1	ZBED6	1	68	68
ZBED1	ZBED4	1	68	68
ZBED1	ZBED10P	1	68	68
ZBED6	ZBED4	1	68	68
C4B_2	CPAMD8	1	47	47
ZBED4	ZBED10P	1	68	68
LPIN1	LPIN3	1	13	13
LPIN1	LPIN2	1	13	13
TMTC4	TMTC3	1	33	33
TMTC4	transmembrane and TPR repeat-containing protein 1 isoform X1	1	33	33
TMTC1	TMTC2	1	33	33
TMTC1	TMTC3	1	33	33
TMTC1	transmembrane and TPR repeat-containing protein 1 isoform X1	1	33	33
TMTC2	TMTC3	1	33	33
ZSWIM1	ZSWIM3	1	25	25
C4B	CPAMD8	1	47	47
LPIN3	LPIN2	1	13	13
A2M	C4B	1	47	47
A2M	CD109	1	47	47
A2M	C4B_2	1	47	47
A2M	C4A	1	47	47
A2M	A2ML1	1	47	47
A2M	LOC110384692	1	47	47
A2M	PZP	1	47	47
C4B	PZP	1	47	47
ING4	ING2	1	21	21
ING4	ING5	1	21	21
ING4	ING3	1	21	21
ING1	ING2	1	21	21
ING1	ING5	1	21	21
PACRG	PACRGL	1	24	24
SOAT1	SOAT2	1	19	19
SOAT1	DGAT1	1	19	19
SOAT2	DGAT1	1	19	19
CD109	PZP	1	47	47
C4A	A2ML1	1	47	47
C4A	LOC110384692	1	47	47
C4A	PZP	1	47	47
C4A	CPAMD8	1	47	47
A2ML1	LOC110384692	1	47	47
CD109	C4B_2	1	47	47
CD109	C4A	1	47	47
CD109	A2ML1	1	47	47
CD109	LOC110384692	1	47	47
GLS2	glutaminase kidney isoform, mitochondrial isoform X1	1	41	41
CD109	CPAMD8	1	47	47
C4B_2	C4A	1	47	47
C4B_2	A2ML1	1	47	47
A2M	CPAMD8	1	47	47
C4B	CD109	1	47	47
C4B	C4B_2	1	47	47
C4B	C4A	1	47	47
C4B	A2ML1	1	47	47
C4B	LOC110384692	1	47	47
GLS	glutaminase kidney isoform, mitochondrial isoform X3	1	41	41
CACNA2D1	CACNA2D2	1	51	51
CACNA2D1	CACHD1	1	51	51
CACNA2D1	CACNA2D3	1	51	51
TIMM17A	TIMM22	1	10	10
RNGTT	DUSP11	1	10	10
SLC3A1	SLC3A2	1	37	37
GLS	GLS2	1	41	41
GLS	glutaminase kidney isoform, mitochondrial isoform X2	1	41	41
GLS	glutaminase kidney isoform, mitochondrial isoform X1	1	41	41
SLC11A1	SLC11A2	1	22	22
COMT	LRTOMT	1	29	29
COMT	COMTD1	1	29	29
COMT	TOMT	1	29	29
LRTOMT	COMTD1	1	29	29
LRTOMT	TOMT	1	29	29
COMTD1	TOMT	1	29	29
TIMM17B	TIMM17A	1	10	10
TIMM17B	TIMM22	1	10	10
DCAF8L1	DCAF8L2	1	26	26
CACNA2D2	CACNA2D3	1	51	51
BTRC	FBXW11	1	42	42
MBOAT1	MBOAT7	1	18	18
MBOAT1	MBOAT2	1	18	18
MBOAT1	LPCAT3	1	18	18
MBOAT7	MBOAT2	1	18	18
MBOAT7	LPCAT3	1	18	18
MBOAT2	LPCAT3	1	18	18
CACNA2D1	CACNA2D4	1	51	51
CACNA2D2	CACHD1	1	51	51
DCAF8L1	DCAF8	1	26	26
CACNA2D2	CACNA2D4	1	51	51
CACHD1	CACNA2D3	1	51	51
CACHD1	CACNA2D4	1	51	51
CACNA2D3	CACNA2D4	1	51	51
FBXW7	BTRC	1	42	42
PPIP5K1	PPIP5K2	1	18	18
DNTT	POLL	1	22	22
DNTT	POLB	1	22	22
POLL	POLB	1	22	22
glutaminase kidney isoform, mitochondrial isoform X1	glutaminase kidney isoform, mitochondrial isoform X3	1	41	41
AGA	ASRGL1	1	31	31
EGLN3	EGLN2	1	36	36
EGLN1	EGLN2	1	36	36
ALDOA	ALDOB	1	24	24
ALDOA	ALDOC	1	24	24
ALDOB	ALDOC	1	24	24
ERI2	ERI3	1	33	33
ERI2	ERI1	1	33	33
ERI3	ERI1	1	33	33
MAPRE3	MAPRE1	1	13	13
glutaminase kidney isoform, mitochondrial isoform X1	glutaminase liver isoform, mitochondrial isoform X2	1	41	41
glutaminase kidney isoform, mitochondrial isoform X3	glutaminase liver isoform, mitochondrial isoform X2	1	41	41
POMT1	POMT2	1	29	29
DCLRE1A	DCLRE1B	1	21	21
DCLRE1A	DCLRE1C	1	21	21
DCLRE1B	DCLRE1C	1	21	21
EGLN3	EGLN1	1	36	36
GLS	glutaminase liver isoform, mitochondrial isoform X2	1	41	41
GLS2	glutaminase kidney isoform, mitochondrial isoform X2	1	41	41
DOCK3	DOCK5	1	22	22
DCAF6	WDTC1	1	26	26
DCAF6	DCAF8L2	1	26	26
DCAF6	DCAF8	1	26	26
WDTC1	DCAF8L2	1	26	26
WDTC1	DCAF8	1	26	26
DCAF8L2	DCAF8	1	26	26
DOCK2	DOCK4	1	22	22
DOCK2	DOCK5	1	22	22
DOCK3	DOCK4	1	22	22
MAEA	RMND5B	1	21	21
DOCK4	DOCK5	1	22	22
TESMIN	LIN54	1	24	24
DCAF8L1	DCAF6	1	26	26
DCAF8L1	WDTC1	1	26	26
GPD1	GPD1L	1	12	12
MEI4	ASB7	1	13	13
TNPO3	IPO13	1	13	13
MAPRE2	MAPRE3	1	13	13
MAPRE2	MAPRE1	1	13	13
PCSK2	PCSK6	1	37	37
KCNJ3	KCNJ15	1	37	37
KCNJ3	KCNJ6	1	37	37
KCNJ3	KCNJ10	1	37	37
KCNJ3	KCNJ4	1	37	37
KCNJ3	KCNJ8	1	37	37
PCSK5	PCSK6	1	37	37
PCSK5	PCSK7	1	37	37
PCSK5	PCSK4	1	37	37
PCSK2	FURIN	1	37	37
KCNJ3	KCNJ16	1	37	37
PCSK2	PCSK7	1	37	37
PCSK2	PCSK4	1	37	37
FURIN	PCSK6	1	37	37
PCSK1	PCSK5	1	37	37
PCSK1	PCSK2	1	37	37
PCSK1	FURIN	1	37	37
PCSK1	PCSK6	1	37	37
PCSK1	PCSK7	1	37	37
PCSK1	PCSK4	1	37	37
KCNJ3	KCNJ9	1	37	37
KCNJ6	KCNJ12	1	37	37
KCNJ16	KCNJ9	1	37	37
KCNJ16	KCNJ14	1	37	37
KCNJ16	KCNJ12	1	37	37
KCNJ15	KCNJ6	1	37	37
KCNJ15	KCNJ10	1	37	37
KCNJ15	KCNJ4	1	37	37
KCNJ15	KCNJ8	1	37	37
KCNJ15	KCNJ9	1	37	37
PCSK5	PCSK2	1	37	37
KCNJ3	KCNJ14	1	37	37
KCNJ3	KCNJ12	1	37	37
KCNJ16	KCNJ15	1	37	37
KCNJ16	KCNJ6	1	37	37
KCNJ16	KCNJ10	1	37	37
KCNJ16	KCNJ4	1	37	37
KCNJ16	KCNJ8	1	37	37
KCNJ18	KCNJ14	1	37	37
KCNJ18	KCNJ12	1	37	37
COMMD3-BMI1	BMI1	1	38	38
PCGF5	PCGF2	1	38	38
PCGF5	RNF2	1	38	38
PCGF5	PCGF1	1	38	38
PCGF3	RING1	1	38	38
PCGF3	BMI1	1	38	38
PCGF6	PCGF1	1	38	38
COMMD3-BMI1	PCGF5	1	38	38
COMMD3-BMI1	PCGF3	1	38	38
COMMD3-BMI1	RING1	1	38	38
PCGF5	BMI1	1	38	38
COMMD3-BMI1	PCGF2	1	38	38
COMMD3-BMI1	RNF2	1	38	38
COMMD3-BMI1	PCGF1	1	38	38
SMARCAL1	ZRANB3	1	26	26
PCGF6	COMMD3-BMI1	1	38	38
PCGF6	PCGF5	1	38	38
PCGF6	PCGF3	1	38	38
PCGF6	RING1	1	38	38
PCGF6	BMI1	1	38	38
KCNJ10	KCNJ4	1	37	37
PCSK5	FURIN	1	37	37
KCNJ4	KCNJ12	1	37	37
KCNJ8	KCNJ9	1	37	37
KCNJ8	KCNJ14	1	37	37
KCNJ8	KCNJ12	1	37	37
KCNJ9	KCNJ14	1	37	37
KCNJ9	KCNJ12	1	37	37
KCNJ14	KCNJ12	1	37	37
TERF1	TERF2	1	33	33
KCNJ6	KCNJ14	1	37	37
KCNJ10	KCNJ8	1	37	37
KCNJ10	KCNJ9	1	37	37
KCNJ10	KCNJ14	1	37	37
KCNJ10	KCNJ12	1	37	37
KCNJ4	KCNJ8	1	37	37
KCNJ4	KCNJ9	1	37	37
KCNJ4	KCNJ14	1	37	37
PCGF5	PCGF3	1	38	38
PCGF5	RING1	1	38	38
KCNJ1	KCNJ3	1	37	37
KCNJ1	KCNJ9	1	37	37
KCNJ1	KCNJ14	1	37	37
KCNJ1	KCNJ12	1	37	37
KCNJ11	KCNJ5	1	37	37
KCNJ11	KCNJ2	1	37	37
KCNJ11	KCNJ18	1	37	37
KCNJ11	KCNJ3	1	37	37
KCNJ1	KCNJ2	1	37	37
KCNJ1	KCNJ18	1	37	37
KCNJ1	KCNJ8	1	37	37
KCNJ1	KCNJ16	1	37	37
KCNJ1	KCNJ15	1	37	37
KCNJ1	KCNJ6	1	37	37
KCNJ1	KCNJ10	1	37	37
KCNJ1	KCNJ4	1	37	37
ING1	ING3	1	21	21
ING2	ING5	1	21	21
ING2	ING3	1	21	21
ING5	ING3	1	21	21
TLCD4	TLCD4-RWDD3	1	28	28
MAEA	RMND5A	1	21	21
RMND5B	RMND5A	1	21	21
ING4	ING1	1	21	21
A2ML1	PZP	1	47	47
A2ML1	CPAMD8	1	47	47
LOC110384692	PZP	1	47	47
LOC110384692	CPAMD8	1	47	47
PZP	CPAMD8	1	47	47
PPT1	PPT2	1	26	26
KCNJ1	KCNJ11	1	37	37
ACAD10	ACAD11	1	25	25
KCNJ11	KCNJ16	1	37	37
KCNJ11	KCNJ15	1	37	37
KCNJ11	KCNJ6	1	37	37
KCNJ11	KCNJ10	1	37	37
KCNJ11	KCNJ4	1	37	37
KCNJ11	KCNJ8	1	37	37
KCNJ11	KCNJ9	1	37	37
KCNJ11	KCNJ14	1	37	37
KCNJ5	KCNJ16	1	37	37
KCNJ5	KCNJ14	1	37	37
KCNJ5	KCNJ12	1	37	37
KCNJ2	KCNJ18	1	37	37
KCNJ2	KCNJ3	1	37	37
KCNJ2	KCNJ16	1	37	37
KCNJ11	KCNJ12	1	37	37
KCNJ5	KCNJ2	1	37	37
KCNJ5	KCNJ18	1	37	37
KCNJ5	KCNJ3	1	37	37
KCNJ5	KCNJ9	1	37	37
KCNJ5	KCNJ15	1	37	37
KCNJ5	KCNJ6	1	37	37
KCNJ5	KCNJ10	1	37	37
KCNJ15	KCNJ14	1	37	37
KCNJ15	KCNJ12	1	37	37
KCNJ6	KCNJ10	1	37	37
KCNJ6	KCNJ4	1	37	37
KCNJ6	KCNJ8	1	37	37
KCNJ6	KCNJ9	1	37	37
KCNJ2	KCNJ15	1	37	37
KCNJ1	KCNJ5	1	37	37
KCNJ18	KCNJ3	1	37	37
KCNJ18	KCNJ16	1	37	37
KCNJ18	KCNJ15	1	37	37
KCNJ18	KCNJ6	1	37	37
KCNJ18	KCNJ10	1	37	37
KCNJ18	KCNJ4	1	37	37
KCNJ18	KCNJ8	1	37	37
KCNJ18	KCNJ9	1	37	37
PRPF40B	TCERG1	1	14	14
KCNJ2	KCNJ6	1	37	37
KCNJ2	KCNJ10	1	37	37
KCNJ2	KCNJ4	1	37	37
KCNJ2	KCNJ8	1	37	37
KCNJ2	KCNJ9	1	37	37
KCNJ2	KCNJ14	1	37	37
KCNJ2	KCNJ12	1	37	37
KCNJ5	KCNJ4	1	37	37
KCNJ5	KCNJ8	1	37	37
SLC4A2	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SERPINB10	SERPINB1	1	54	54
SERPINA2	SERPINB3	1	54	54
PFKM	PFKP	1	12	12
PFKL	PFKP	1	12	12
STK16	GAK	1	10	10
STK16	AAK1	1	10	10
STK16	BMP2K	1	10	10
STK16	BMP2KL	1	10	10
GAK	AAK1	1	10	10
GAK	BMP2K	1	10	10
SERPINB10	SERPINB3	1	54	54
SLC4A7	SLC4A3	1	48	48
SLC4A7	SLC4A5	1	48	48
SLC4A7	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SLC4A3	SLC4A5	1	48	48
SLC4A3	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SLC4A5	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
PFKM	PFKL	1	12	12
SLC4A10	SLC4A2	1	48	48
SLC4A10	SLC4A7	1	48	48
SLC4A1	SLC4A4	1	48	48
SLC4A1	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SLC4A8	SLC4A4	1	48	48
SLC4A8	SLC4A11	1	48	48
SLC4A8	SLC4A10	1	48	48
SLC4A8	SLC4A2	1	48	48
SLC4A8	SLC4A7	1	48	48
SERPINA2	SERPINB1	1	54	54
SERPINB3	SERPINB1	1	54	54
SLC4A1	SLC4A8	1	48	48
SLC4A10	SLC4A3	1	48	48
SLC4A1	SLC4A11	1	48	48
SLC4A1	SLC4A10	1	48	48
SLC4A1	SLC4A2	1	48	48
SLC4A1	SLC4A7	1	48	48
SERPINB9	SERPINB10	1	54	54
SERPINB9	SERPINA2	1	54	54
SERPINB9	SERPINB3	1	54	54
SERPINB9	SERPINB1	1	54	54
SERPINB10	SERPINA2	1	54	54
DCUN1D2	DCUN1D3	1	21	21
HNRNPF	ESRP2	1	30	30
HNRNPH2	HNRNPF	1	30	30
HNRNPH2	GRSF1	1	30	30
HNRNPH2	HNRNPH1	1	30	30
HNRNPH2	HNRNPH3	1	30	30
HNRNPH2	ESRP2	1	30	30
HNRNPH2	RBM12B	1	30	30
ESRP1	HNRNPF	1	30	30
ESRP1	GRSF1	1	30	30
HNRNPF	HNRNPH3	1	30	30
DCUN1D4	DCUN1D1	1	21	21
DCUN1D4	DCUN1D5	1	21	21
DCUN1D4	DCUN1D3	1	21	21
DCUN1D1	DCUN1D5	1	21	21
DCUN1D1	DCUN1D3	1	21	21
DCUN1D5	DCUN1D3	1	21	21
HNRNPH2	ESRP1	1	30	30
GAK	BMP2KL	1	10	10
AAK1	BMP2K	1	10	10
SLC4A11	SLC4A7	1	48	48
SLC4A10	SLC4A5	1	48	48
SLC4A10	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SLC4A2	SLC4A7	1	48	48
SLC4A2	SLC4A3	1	48	48
SLC4A2	SLC4A5	1	48	48
SLC4A4	SLC4A5	1	48	48
SLC4A4	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
SLC4A11	SLC4A10	1	48	48
SLC4A11	SLC4A2	1	48	48
SLC4A1	SLC4A5	1	48	48
SLC4A11	SLC4A3	1	48	48
SLC4A11	SLC4A5	1	48	48
SLC4A11	sodium bicarbonate transporter-like protein 11 isoform X1	1	48	48
ESRP1	HNRNPH1	1	30	30
ESRP1	HNRNPH3	1	30	30
ESRP1	ESRP2	1	30	30
ESRP1	RBM12B	1	30	30
HNRNPF	GRSF1	1	30	30
HNRNPF	HNRNPH1	1	30	30
SERPINB6	SERPINB10	1	54	54
SERPINB11	SERPINA6	1	54	54
SERPINB11	SERPINB4	1	54	54
SERPINB6	SERPINB11	1	54	54
SERPINB6	SERPINA12	1	54	54
SERPINB6	SERPINB13	1	54	54
SERPINB6	SERPINB12	1	54	54
SERPINB6	SERPINA6	1	54	54
SERPINB6	SERPINB4	1	54	54
SERPINB6	SERPINB9	1	54	54
SERPINB11	SERPINB12	1	54	54
SERPINB2	SERPINB12	1	54	54
SERPINB2	SERPINA6	1	54	54
SERPINB2	SERPINB4	1	54	54
SERPINB2	SERPINB9	1	54	54
SERPINB2	SERPINB10	1	54	54
SERPINB2	SERPINA2	1	54	54
SERPINB2	SERPINB3	1	54	54
SERPINB2	SERPINB1	1	54	54
SERPINA6	SERPINA2	1	54	54
SERPINB11	SERPINB3	1	54	54
SERPINI1	SERPINB2	1	54	54
SERPINI1	SERPINB6	1	54	54
SERPINI1	SERPINB11	1	54	54
SERPINI1	SERPINA12	1	54	54
SERPINI1	SERPINB13	1	54	54
SERPINI1	SERPINB12	1	54	54
SERPINB11	SERPINB9	1	54	54
SERPINB11	SERPINB10	1	54	54
SERPINB11	SERPINA2	1	54	54
SERPINA6	SERPINB3	1	54	54
SERPINB11	SERPINB1	1	54	54
SERPINA12	SERPINB13	1	54	54
SERPINA12	SERPINB12	1	54	54
SERPINA12	SERPINA6	1	54	54
SERPINB6	SERPINA2	1	54	54
SERPINB6	SERPINB3	1	54	54
SERPINB6	SERPINB1	1	54	54
SERPINB11	SERPINA12	1	54	54
SERPINB11	SERPINB13	1	54	54
SERPINB13	SERPINA6	1	54	54
SERPINB12	SERPINA6	1	54	54
SERPINB12	SERPINB4	1	54	54
SERPINA12	SERPINB4	1	54	54
SERPINA12	SERPINB9	1	54	54
